dcplanid,state,planname,fy,year_est,ppd_id,planname_db,primary,cashbalance,hybrid,mandatory_default,plantype,eligible_eegroups,actives,inactives,members_total,assets,investmentoptions,eq_avg,ee_contrate_mandatory,ee_contrate_max,ee_contrate_verbatim,er_contrate_matchrate,er_contrate_fixedrate,er_contrate_verbatim,conts_ee,conts_er,coveredpayroll,er_contrate_match,er_contrate_fixed,Column1
93,MN,Minnesota Deferred Compensation Fund,2019,1971,,,0,,,0,457(b),All state employees and political subdivisions located in Minnesota,,,91577,7506331,,,,,,,,,295457,,,,,
93,MN,Minnesota Deferred Compensation Fund,2020,1971,,,0,,,0,457(b),All state employees and political subdivisions located in Minnesota,,,93638,7735040,,,,,,,,,313601,,,,,
95,MO,Missouri State Public Employees' Deferred Compensation 457 Plan,2015,1979,,,0,,,0,457(b),"All employees of participating employers and elected officials receiving a salary from the state, where participating employers include the State of Missouri and its agencies and departments including state colleges and universities, state retirement systems, Missouri Consolidated Health Care Plan and any state agency or instrumentality defined as a body corporate and politic.",,,59302,1353333,,,,,,,,,52947,,,,,
95,MO,Missouri State Public Employees' Deferred Compensation 457 Plan,2016,1979,,,0,,,0,457(b),"All employees of participating employers and elected officials receiving a salary from the state, where participating employers include the State of Missouri and its agencies and departments including state colleges and universities, state retirement systems, Missouri Consolidated Health Care Plan and any state agency or instrumentality defined as a body corporate and politic.",,,62112,1348661,,,,,,,,,53798,,,,,
95,MO,Missouri State Public Employees' Deferred Compensation 457 Plan,2017,1979,,,0,,,0,457(b),"All employees of participating employers and elected officials receiving a salary from the state, where participating employers include the State of Missouri and its agencies and departments including state colleges and universities, state retirement systems, Missouri Consolidated Health Care Plan and any state agency or instrumentality defined as a body corporate and politic.",,,61181,1458059,,,,,,,,,55042,,,,,
95,MO,Missouri State Public Employees' Deferred Compensation 457 Plan,2018,1979,,,0,,,0,457(b),"All employees of participating employers and elected officials receiving a salary from the state, where participating employers include the State of Missouri and its agencies and departments including state colleges and universities, state retirement systems, Missouri Consolidated Health Care Plan and any state agency or instrumentality defined as a body corporate and politic.",,,61968,1547007,,,,,,,,,57668,,,,,
95,MO,Missouri State Public Employees' Deferred Compensation 457 Plan,2019,1979,,,0,,,0,457(b),"All employees of participating employers and elected officials receiving a salary from the state, where participating employers include the State of Missouri and its agencies and departments including state colleges and universities, state retirement systems, Missouri Consolidated Health Care Plan and any state agency or instrumentality defined as a body corporate and politic.",,,63909,1589880,,,,,,,,,58943,,,,,
95,MO,Missouri State Public Employees' Deferred Compensation 457 Plan,2020,1979,,,0,,,0,457(b),"All employees of participating employers and elected officials receiving a salary from the state, where participating employers include the State of Missouri and its agencies and departments including state colleges and universities, state retirement systems, Missouri Consolidated Health Care Plan and any state agency or instrumentality defined as a body corporate and politic.",,,65536,1656498,,,,,,,,,63098,,,,,
96,MT,Montana 457 Deferred Compensation Plan,2015,1976,,,0,,,0,457(b),"All employees of the State, Montana University System, and contracting political subdivisions",,,8708,440765,,,,,,,,,20379,,,,,
96,MT,Montana 457 Deferred Compensation Plan,2016,1976,,,0,,,0,457(b),"All employees of the State, Montana University System, and contracting political subdivisions",,,9387,449024,,,,,,,,,21916,,,,,
96,MT,Montana 457 Deferred Compensation Plan,2017,1976,,,0,,,0,457(b),"All employees of the State, Montana University System, and contracting political subdivisions",,,9239,480594,,,,,,,,,23770,,,,,
96,MT,Montana 457 Deferred Compensation Plan,2018,1976,,,0,,,0,457(b),"All employees of the State, Montana University System, and contracting political subdivisions",,,9388,502710,,,,,,,,,22850,,,,,
96,MT,Montana 457 Deferred Compensation Plan,2019,1976,,,0,,,0,457(b),"All employees of the State, Montana University System, and contracting political subdivisions",,,9540,533291,,,,,,,,,23567,,,,,
96,MT,Montana 457 Deferred Compensation Plan,2020,1976,,,0,,,0,457(b),"All employees of the State, Montana University System, and contracting political subdivisions",,,9894,561618,,,,,,,,,32414,,,,,
97,NE,State of Nebraska Deferred Compensation Plan,2015,1976,,,0,,,0,457(b),"All State, Judges, and State Patrol employees. County employees may participate in the plan if their county does not offer a Section 457 plan.",,,3294,171200,,,,,,,,,0,,,,,
97,NE,State of Nebraska Deferred Compensation Plan,2016,1976,,,0,,,0,457(b),"All State, Judges, and State Patrol employees. County employees may participate in the plan if their county does not offer a Section 457 plan.",,,3365,183736,,,,,,,,,0,,,,,
97,NE,State of Nebraska Deferred Compensation Plan,2017,1976,,,0,,,0,457(b),"All State, Judges, and State Patrol employees. County employees may participate in the plan if their county does not offer a Section 457 plan.",,,3448,204214,,,,,,,,,0,,,,,
97,NE,State of Nebraska Deferred Compensation Plan,2018,1976,,,0,,,0,457(b),"All State, Judges, and State Patrol employees. County employees may participate in the plan if their county does not offer a Section 457 plan.",,,3552,191608,,,,,,,,,0,,,,,
97,NE,State of Nebraska Deferred Compensation Plan,2019,1976,,,0,,,0,457(b),"All State, Judges, and State Patrol employees. County employees may participate in the plan if their county does not offer a Section 457 plan.",,,3635,218749,,,,,,,,,0,,,,,
97,NE,State of Nebraska Deferred Compensation Plan,2020,1976,,,0,,,0,457(b),"All State, Judges, and State Patrol employees. County employees may participate in the plan if their county does not offer a Section 457 plan.",,,,,,,,,,,,,0,,,,,
98,NV,Nevada Public Employees' Deferred Compensation Program (NDC),2015,1980,,,0,,,0,457(b),All current State of Nevada and Nevada System of Higher Education employees and public employees of other qualified political subdivisions that have executed an inter-local contract to participate in the plan,,,13303,,,,,,,,,,36490,,,,,
98,NV,Nevada Public Employees' Deferred Compensation Program (NDC),2016,1980,,,0,,,0,457(b),All current State of Nevada and Nevada System of Higher Education employees and public employees of other qualified political subdivisions that have executed an inter-local contract to participate in the plan,,,13646,688907,,,,,,,,,0,,,,,
98,NV,Nevada Public Employees' Deferred Compensation Program (NDC),2017,1980,,,0,,,0,457(b),All current State of Nevada and Nevada System of Higher Education employees and public employees of other qualified political subdivisions that have executed an inter-local contract to participate in the plan,,,14451,759993,,,,,,,,,0,,,,,
98,NV,Nevada Public Employees' Deferred Compensation Program (NDC),2018,1980,,,0,,,0,457(b),All current State of Nevada and Nevada System of Higher Education employees and public employees of other qualified political subdivisions that have executed an inter-local contract to participate in the plan,,,12661,811484,,,,,,,,,0,,,,,
98,NV,Nevada Public Employees' Deferred Compensation Program (NDC),2019,1980,,,0,,,0,457(b),All current State of Nevada and Nevada System of Higher Education employees and public employees of other qualified political subdivisions that have executed an inter-local contract to participate in the plan,,,13094,848095,,,,,,,,,0,,,,,
98,NV,Nevada Public Employees' Deferred Compensation Program (NDC),2020,1980,,,0,,,0,457(b),All current State of Nevada and Nevada System of Higher Education employees and public employees of other qualified political subdivisions that have executed an inter-local contract to participate in the plan,,,,,,,,,,,,,0,,,,,
99,NH,New Hampshire Public Employees Deferred Compensation Plan,2015,1980,,,0,,,0,457(b),All employees of the State or any political subdivision in NH,,,6513,286444,,,,,,,,,16274,,,,,
99,NH,New Hampshire Public Employees Deferred Compensation Plan,2016,1980,,,0,,,0,457(b),All employees of the State or any political subdivision in NH,,,6839,310964,,,,,,,,,16480,,,,,
99,NH,New Hampshire Public Employees Deferred Compensation Plan,2017,1980,,,0,,,0,457(b),All employees of the State or any political subdivision in NH,,,7229,351560,,,,,,,,,18306,,,,,
99,NH,New Hampshire Public Employees Deferred Compensation Plan,2018,1980,,,0,,,0,457(b),All employees of the State or any political subdivision in NH,,,7814,341874,,,,,,,,,20833,,,,,
99,NH,New Hampshire Public Employees Deferred Compensation Plan,2019,1980,,,0,,,0,457(b),All employees of the State or any political subdivision in NH,,,,402125,,,,,,,,,22792,,,,,
99,NH,New Hampshire Public Employees Deferred Compensation Plan,2020,1980,,,0,,,0,457(b),All employees of the State or any political subdivision in NH,,,,,,,,,,,,,0,,,,,
100,NJ,New Jersey State Employees Deferred Compensation Plan (NJSEDCP),2015,1978,,,0,,,0,457(b),"Any state employee who is a member of a state-administered retirement system or an employee of an eligble state agency, authority, commission or instrumentality of state government provided the employee has at least 12 continuous months of employment, and any individual employed through a Governor's appointment",,,49992,3541153,,,,,,,,,187000,,,,,
100,NJ,New Jersey State Employees Deferred Compensation Plan (NJSEDCP),2016,1978,,,0,,,0,457(b),"Any state employee who is a member of a state-administered retirement system or an employee of an eligble state agency, authority, commission or instrumentality of state government provided the employee has at least 12 continuous months of employment, and any individual employed through a Governor's appointment",,,51354,3578715,,,,,,,,,180269,,,,,
100,NJ,New Jersey State Employees Deferred Compensation Plan (NJSEDCP),2017,1978,,,0,,,0,457(b),"Any state employee who is a member of a state-administered retirement system or an employee of an eligble state agency, authority, commission or instrumentality of state government provided the employee has at least 12 continuous months of employment, and any individual employed through a Governor's appointment",43516,9503,53019,4005305,,,,,,,,,194489,,,,,
100,NJ,New Jersey State Employees Deferred Compensation Plan (NJSEDCP),2018,1978,,,0,,,0,457(b),"Any state employee who is a member of a state-administered retirement system or an employee of an eligble state agency, authority, commission or instrumentality of state government provided the employee has at least 12 continuous months of employment, and any individual employed through a Governor's appointment",47795,7095,54890,4318606,,,,,,,,,190197,,,,,
100,NJ,New Jersey State Employees Deferred Compensation Plan (NJSEDCP),2019,1978,,,0,,,0,457(b),"Any state employee who is a member of a state-administered retirement system or an employee of an eligble state agency, authority, commission or instrumentality of state government provided the employee has at least 12 continuous months of employment, and any individual employed through a Governor's appointment",,,56299,4508867,,,,,,,,,199863,,,,,
100,NJ,New Jersey State Employees Deferred Compensation Plan (NJSEDCP),2020,1978,,,0,,,0,457(b),"Any state employee who is a member of a state-administered retirement system or an employee of an eligble state agency, authority, commission or instrumentality of state government provided the employee has at least 12 continuous months of employment, and any individual employed through a Governor's appointment",,,57398,4604619,,,,,,,,,207037,,,,,
101,NM,New Mexico PERA SmartSave Deferred Compensation Plan,2015,1982,,,0,,,0,457(b),"State, city, and county employees, as well as other public sector employees (participating special districts and educational institutions)",,,18495,501346,,,,,,,,,34628,,,,,
101,NM,New Mexico PERA SmartSave Deferred Compensation Plan,2016,1982,,,0,,,0,457(b),"State, city, and county employees, as well as other public sector employees (participating special districts and educational institutions)",,,19237,502840,,,,,,,,,35261,,,,,
101,NM,New Mexico PERA SmartSave Deferred Compensation Plan,2017,1982,,,0,,,0,457(b),"State, city, and county employees, as well as other public sector employees (participating special districts and educational institutions)",,,20466,568833,,,,,,,,,47753,,,,,
101,NM,New Mexico PERA SmartSave Deferred Compensation Plan,2018,1982,,,0,,,0,457(b),"State, city, and county employees, as well as other public sector employees (participating special districts and educational institutions)",14144,5255,21692,606909,,,,,,,,,40032,,,,,
101,NM,New Mexico PERA SmartSave Deferred Compensation Plan,2019,1982,,,0,,,0,457(b),"State, city, and county employees, as well as other public sector employees (participating special districts and educational institutions)",14636,5871,22865,645026,,,,,,,,,43135,,,,,
101,NM,New Mexico PERA SmartSave Deferred Compensation Plan,2020,1982,,,0,,,0,457(b),"State, city, and county employees, as well as other public sector employees (participating special districts and educational institutions)",17465,5800,23265,662095,,,,,,,,,41705,,,,,
102,NY,New York State Deferred Compensation Plan,2015,,,,0,,,0,457(b),"New York State employees, and employees of participating agencies",,,215559,,,,,,,,,,0,,,,,
102,NY,New York State Deferred Compensation Plan,2016,,,,0,,,0,457(b),"New York State employees, and employees of participating agencies",,,221880,20999294,,,,,,,,,1035856,,,,,
102,NY,New York State Deferred Compensation Plan,2017,,,,0,,,0,457(b),"New York State employees, and employees of participating agencies",,,229786,23522094,,,,,,,,,1087885,,,,,
102,NY,New York State Deferred Compensation Plan,2018,,,,0,,,0,457(b),"New York State employees, and employees of participating agencies",,,239231,24846282,,,,,,,,,1183161,,,,,
102,NY,New York State Deferred Compensation Plan,2019,,,,0,,,0,457(b),"New York State employees, and employees of participating agencies",,,,,,,,,,,,,0,,,,,
102,NY,New York State Deferred Compensation Plan,2020,,,,0,,,0,457(b),"New York State employees, and employees of participating agencies",,,,,,,,,,,,,0,,,,,
103,NC,Supplemental Retirement Income Plan of North Carolina (the 401(k) Plan),2015,1985,,,0,,,0,401(k),"Contributing members to one of the North Carolina public employees Retirement Systems including TSERS, LGERS, LRS, and Consolidated JRS.",,,257600,8195240,,,,,,,,,307820,,,,,
103,NC,Supplemental Retirement Income Plan of North Carolina (the 401(k) Plan),2016,1985,,,0,,,0,401(k),"Contributing members to one of the North Carolina public employees Retirement Systems including TSERS, LGERS, LRS, and Consolidated JRS.",,,245500,8840597,,,,,,,,,325848,,,,,
103,NC,Supplemental Retirement Income Plan of North Carolina (the 401(k) Plan),2017,1985,,,0,,,0,401(k),"Contributing members to one of the North Carolina public employees Retirement Systems including TSERS, LGERS, LRS, and Consolidated JRS.",,,250300,10182740,,,,,,,,,336635,,,,,
103,NC,Supplemental Retirement Income Plan of North Carolina (the 401(k) Plan),2018,1985,,,0,,,0,401(k),"Contributing members to one of the North Carolina public employees Retirement Systems including TSERS, LGERS, LRS, and Consolidated JRS.",,,255300,9790060,,,,,,,,,362667,,,,,
103,NC,Supplemental Retirement Income Plan of North Carolina (the 401(k) Plan),2019,1985,,,0,,,0,401(k),"Contributing members to one of the North Carolina public employees Retirement Systems including TSERS, LGERS, LRS, and Consolidated JRS.",,,261400,11704767,,,,,,,,,379475,,,,,
103,NC,Supplemental Retirement Income Plan of North Carolina (the 401(k) Plan),2020,1985,,,0,,,0,401(k),"Contributing members to one of the North Carolina public employees Retirement Systems including TSERS, LGERS, LRS, and Consolidated JRS.",,,,,,,,,,,,,0,,,,,
104,NC,North Carolina Public Employee Deferred Compensation Plan,2015,1974,,,0,,,0,457(b),"Employees of the State, any county or municipality, the North Carolina Community College System, and any political subdivision of the State.",,,55600,1174115,,,,,,,,,76418,,,,,
104,NC,North Carolina Public Employee Deferred Compensation Plan,2016,1974,,,0,,,0,457(b),"Employees of the State, any county or municipality, the North Carolina Community College System, and any political subdivision of the State.",,,52600,1248430,,,,,,,,,77130,,,,,
104,NC,North Carolina Public Employee Deferred Compensation Plan,2017,1974,,,0,,,0,457(b),"Employees of the State, any county or municipality, the North Carolina Community College System, and any political subdivision of the State.",,,53800,1409509,,,,,,,,,75454,,,,,
104,NC,North Carolina Public Employee Deferred Compensation Plan,2018,1974,,,0,,,0,457(b),"Employees of the State, any county or municipality, the North Carolina Community College System, and any political subdivision of the State.",,,55400,1351764,,,,,,,,,76705,,,,,
104,NC,North Carolina Public Employee Deferred Compensation Plan,2019,1974,,,0,,,0,457(b),"Employees of the State, any county or municipality, the North Carolina Community College System, and any political subdivision of the State.",,,56900,1586567,,,,,,,,,78234,,,,,
104,NC,North Carolina Public Employee Deferred Compensation Plan,2020,1974,,,0,,,0,457(b),"Employees of the State, any county or municipality, the North Carolina Community College System, and any political subdivision of the State.",,,,,,,,,,,,,0,,,,,
105,ND,North Dakota Deferred Compensation Plan,2015,,,,0,,,0,457(b),Employees of the State of North Dakota and employees of participating political subdivisions ,,,11500,74826,,,,,,,,,8330,,,,,
105,ND,North Dakota Deferred Compensation Plan,2016,,,,0,,,0,457(b),Employees of the State of North Dakota and employees of participating political subdivisions ,,,12171,79618,,,,,,,,,8893,,,,,
105,ND,North Dakota Deferred Compensation Plan,2017,,,,0,,,0,457(b),Employees of the State of North Dakota and employees of participating political subdivisions ,,,12581,99888,,,,,,,,,10300,,,,,
105,ND,North Dakota Deferred Compensation Plan,2018,,,,0,,,0,457(b),Employees of the State of North Dakota and employees of participating political subdivisions ,,,13188,115110,,,,,,,,,11779,,,,,
105,ND,North Dakota Deferred Compensation Plan,2019,,,,0,,,0,457(b),Employees of the State of North Dakota and employees of participating political subdivisions ,,,12934,127893,,,,,,,,,11209,,,,,
105,ND,North Dakota Deferred Compensation Plan,2020,,,,0,,,0,457(b),Employees of the State of North Dakota and employees of participating political subdivisions ,,,14044,140478,,,,,,,,,12716,,,,,
106,OH,Ohio Public Employees Deferred Compensation Program,2015,1976,,,0,,,0,457(b),All public employees who are eligible to participate in one of Ohio's statutory retirement systems (including the Cincinnati Retirement System),111223,105669,216892,11162479,,,,,,,,,444028,,,,,
106,OH,Ohio Public Employees Deferred Compensation Program,2016,1976,,,0,,,0,457(b),All public employees who are eligible to participate in one of Ohio's statutory retirement systems (including the Cincinnati Retirement System),113810,108232,222042,11852501,,,,,,,,,447141,,,,,
106,OH,Ohio Public Employees Deferred Compensation Program,2017,1976,,,0,,,0,457(b),All public employees who are eligible to participate in one of Ohio's statutory retirement systems (including the Cincinnati Retirement System),117005,111375,228380,13589095,,,,,,,,,475929,,,,,
106,OH,Ohio Public Employees Deferred Compensation Program,2018,1976,,,0,,,0,457(b),All public employees who are eligible to participate in one of Ohio's statutory retirement systems (including the Cincinnati Retirement System),120990,116110,237100,13143581,,,,,,,,,496296,,,,,
106,OH,Ohio Public Employees Deferred Compensation Program,2019,1976,,,0,,,0,457(b),All public employees who are eligible to participate in one of Ohio's statutory retirement systems (including the Cincinnati Retirement System),123380,118520,241900,15411143,,,,,,,,,518058,,,,,
106,OH,Ohio Public Employees Deferred Compensation Program,2020,1976,,,0,,,0,457(b),All public employees who are eligible to participate in one of Ohio's statutory retirement systems (including the Cincinnati Retirement System),124380,124680,249060,18087375,,,,,,,,,549917,,,,,
107,OK,Oklahoma State Employees Deferred Compensation Plan (SoonerSave 457) - CLOSED,2015,,,OPERS,0,,,0,457(b),"All State employees, as well as any elected officials receiving a salary from the State, except for those employees participating in the Pathfinder Defined Contribution Plan (which became the mandatory plan for new hires as of November 2015 - i.e. this plan is closed to new entrants)",,,38427,726130,,,,,,,,,37075,,,,,
107,OK,Oklahoma State Employees Deferred Compensation Plan (SoonerSave 457) - CLOSED,2016,,,OPERS,0,,,0,457(b),"All State employees, as well as any elected officials receiving a salary from the State, except for those employees participating in the Pathfinder Defined Contribution Plan (which became the mandatory plan for new hires as of November 2015 - i.e. this plan is closed to new entrants)",,,38240,716816,,,,,,,,,36041,,,,,
107,OK,Oklahoma State Employees Deferred Compensation Plan (SoonerSave 457) - CLOSED,2017,,,OPERS,0,,,0,457(b),"All State employees, as well as any elected officials receiving a salary from the State, except for those employees participating in the Pathfinder Defined Contribution Plan (which became the mandatory plan for new hires as of November 2015 - i.e. this plan is closed to new entrants)",,,36920,794548,,,,,,,,,34588,,,,,
107,OK,Oklahoma State Employees Deferred Compensation Plan (SoonerSave 457) - CLOSED,2018,,,OPERS,0,,,0,457(b),"All State employees, as well as any elected officials receiving a salary from the State, except for those employees participating in the Pathfinder Defined Contribution Plan (which became the mandatory plan for new hires as of November 2015 - i.e. this plan is closed to new entrants)",,,35790,861340,,,,,,,,,32250,,,,,
107,OK,Oklahoma State Employees Deferred Compensation Plan (SoonerSave 457) - CLOSED,2019,,,OPERS,0,,,0,457(b),"All State employees, as well as any elected officials receiving a salary from the State, except for those employees participating in the Pathfinder Defined Contribution Plan (which became the mandatory plan for new hires as of November 2015 - i.e. this plan is closed to new entrants)",,,33977,882249,,,,,,,,,31386,,,,,
107,OK,Oklahoma State Employees Deferred Compensation Plan (SoonerSave 457) - CLOSED,2020,,,OPERS,0,,,0,457(b),"All State employees, as well as any elected officials receiving a salary from the State, except for those employees participating in the Pathfinder Defined Contribution Plan (which became the mandatory plan for new hires as of November 2015 - i.e. this plan is closed to new entrants)",,,32926,897348,,,,,,,,,31027,,,,,
108,OR,Oregon Savings Growth Plan (OSGP),2015,1997,,,0,,,0,457(b),All State employees,,,22243,1540769,,,,,,,,,99797,,,,,
108,OR,Oregon Savings Growth Plan (OSGP),2016,1997,,,0,,,0,457(b),All State employees,,,23269,1559153,,,,,,,,,107287,,,,,
108,OR,Oregon Savings Growth Plan (OSGP),2017,1997,,,0,,,0,457(b),All State employees,,,24198,1777756,,,,,,,,,121702,,,,,
108,OR,Oregon Savings Growth Plan (OSGP),2018,1997,,,0,,,0,457(b),All State employees,,,25578,1964379,,,,,,,,,134260,,,,,
108,OR,Oregon Savings Growth Plan (OSGP),2019,1997,,,0,,,0,457(b),All State employees,,,26948,2077356,,,,,,,,,139544,,,,,
108,OR,Oregon Savings Growth Plan (OSGP),2020,1997,,,0,,,0,457(b),All State employees,,,,2180702,,,,,,,,,150478,,,,,
109,PA,Pennsylvania State Employees' Deferred Compensation Plan,2015,1988,,,0,,,0,457(b),All State employees eligible for PA SERS,,,,2988851,,,,,,,,,135272,,,,,
109,PA,Pennsylvania State Employees' Deferred Compensation Plan,2016,1988,,,0,,,0,457(b),All State employees eligible for PA SERS,,,,3170204,,,,,,,,,135829,,,,,
109,PA,Pennsylvania State Employees' Deferred Compensation Plan,2017,1988,,,0,,,0,457(b),All State employees eligible for PA SERS,,,,3519181,,,,,,,,,135357,,,,,
109,PA,Pennsylvania State Employees' Deferred Compensation Plan,2018,1988,,,0,,,0,457(b),All State employees eligible for PA SERS,,,,3328918,,,,,,,,,145662,,,,,
109,PA,Pennsylvania State Employees' Deferred Compensation Plan,2019,1988,,,0,,,0,457(b),All State employees eligible for PA SERS,,,,3897357,,,,,,,,,155626,,,,,
109,PA,Pennsylvania State Employees' Deferred Compensation Plan,2020,1988,,,0,,,0,457(b),All State employees eligible for PA SERS,,,,4380917,,,,,,,,,158325,,,,,
111,SC,State of South Carolina Salary Deferral [401(k)] and Savings Profit Sharing Plan and Trust,2015,1985,,,0,,,0,401(k),Any employee of a participating employer who elects to participate in the Program,,,75532,2775782,,,,,,,,,164607888,,,,,
111,SC,State of South Carolina Salary Deferral [401(k)] and Savings Profit Sharing Plan and Trust,2016,1985,,,0,,,0,401(k),Any employee of a participating employer who elects to participate in the Program,,,75891,2963292,,,,,,,,,167498643,,,,,
111,SC,State of South Carolina Salary Deferral [401(k)] and Savings Profit Sharing Plan and Trust,2017,1985,,,0,,,0,401(k),Any employee of a participating employer who elects to participate in the Program,,,76290,3338828,,,,,,,,,217171916,,,,,
111,SC,State of South Carolina Salary Deferral [401(k)] and Savings Profit Sharing Plan and Trust,2018,1985,,,0,,,0,401(k),Any employee of a participating employer who elects to participate in the Program,,,76043,3253495,,,,,,,,,299543998,,,,,
111,SC,State of South Carolina Salary Deferral [401(k)] and Savings Profit Sharing Plan and Trust,2019,1985,,,0,,,0,401(k),Any employee of a participating employer who elects to participate in the Program,,,76398,3680327,,,,,,,,,142041591,,,,,
111,SC,State of South Carolina Salary Deferral [401(k)] and Savings Profit Sharing Plan and Trust,2020,1985,,,0,,,0,401(k),Any employee of a participating employer who elects to participate in the Program,,,,,,,,,,,,,,,,,,
112,SC,State of South Carolina 457 Deferred Compensation Plan and Trust,2015,1980,,,0,,,0,457(b),Any employee of a participating employer who elects to participate in the Program,,,23323,913233,,,,,,,,,39338160,,,,,
112,SC,State of South Carolina 457 Deferred Compensation Plan and Trust,2016,1980,,,0,,,0,457(b),Any employee of a participating employer who elects to participate in the Program,,,23359,942354,,,,,,,,,39968339,,,,,
112,SC,State of South Carolina 457 Deferred Compensation Plan and Trust,2017,1980,,,0,,,0,457(b),Any employee of a participating employer who elects to participate in the Program,,,23647,1009830,,,,,,,,,42189410,,,,,
112,SC,State of South Carolina 457 Deferred Compensation Plan and Trust,2018,1980,,,0,,,0,457(b),Any employee of a participating employer who elects to participate in the Program,,,23366,944688,,,,,,,,,44628941,,,,,
112,SC,State of South Carolina 457 Deferred Compensation Plan and Trust,2019,1980,,,0,,,0,457(b),Any employee of a participating employer who elects to participate in the Program,,,23441,1056973,,,,,,,,,45256137,,,,,
112,SC,State of South Carolina 457 Deferred Compensation Plan and Trust,2020,1980,,,0,,,0,457(b),Any employee of a participating employer who elects to participate in the Program,,,,,,,,,,,,,,,,,,
113,TX,Texa$aver 457 Plan,2015,1974,,Texas ERS,0,,,0,457(b),Employees of state agencies and higher education institutions,16685,,29129,603700,,,,,,,,,,,,,,
113,TX,Texa$aver 457 Plan,2016,1974,,Texas ERS,0,,,0,457(b),Employees of state agencies and higher education institutions,17052,,31515,669700,,,,,,,,,,,,,,
113,TX,Texa$aver 457 Plan,2017,1974,,Texas ERS,0,,,0,457(b),Employees of state agencies and higher education institutions,19803,,33131,759000,,,,,,,,,,,,,,
113,TX,Texa$aver 457 Plan,2018,1974,,Texas ERS,0,,,0,457(b),Employees of state agencies and higher education institutions,18591,,34023,869000,,,,,,,,,,,,,,
113,TX,Texa$aver 457 Plan,2019,1974,,Texas ERS,0,,,0,457(b),Employees of state agencies and higher education institutions,18281,,34102,896200,,,,,,,,,,,,,,
113,TX,Texa$aver 457 Plan,2020,1974,,Texas ERS,0,,,0,457(b),Employees of state agencies and higher education institutions,17886,,33456,1053000,,,,,,,,,,,,,,
113,TX,Texa$aver 457 Plan,2021,1974,,Texas ERS,0,,,0,457(b),Employees of state agencies and higher education institutions,,,,,,,,,,,,,,,,,,
114,SD,SDRS Supplemental Retirement Plan,2015,,,SDRS,0,,,0,457(b),All public employees ,,,,274145,,,,,,,,,,,,,,
114,SD,SDRS Supplemental Retirement Plan,2016,,,SDRS,0,,,0,457(b),All public employees ,,,,288382,,,,,,,,,,,,,,
114,SD,SDRS Supplemental Retirement Plan,2017,,,SDRS,0,,,0,457(b),All public employees ,,,,337816,,,,,,,,,,,,,,
114,SD,SDRS Supplemental Retirement Plan,2018,,,SDRS,0,,,0,457(b),All public employees ,,,,377844,,,,,,,,,,,,,,
114,SD,SDRS Supplemental Retirement Plan,2019,,,SDRS,0,,,0,457(b),All public employees ,,,,413825,,,,,,,,,,,,,,
114,SD,SDRS Supplemental Retirement Plan,2020,,,SDRS,0,,,0,457(b),All public employees ,,,,450792,,,,,,,,,,,,,,
116,UT,Utah 457(b) Plan,2015,,,URS,0,,,0,457(b),"Employees of the state, local government, and public education employers",8249,,17004,454357,,,,,,,,,26968,,,,,
116,UT,Utah 457(b) Plan,2016,,,URS,0,,,0,457(b),"Employees of the state, local government, and public education employers",8232,,17416,494419,,,,,,,,,27326,,,,,
116,UT,Utah 457(b) Plan,2017,,,URS,0,,,0,457(b),"Employees of the state, local government, and public education employers",8403,,17903,569390,,,,,,,,,31475,,,,,
116,UT,Utah 457(b) Plan,2018,,,URS,0,,,0,457(b),"Employees of the state, local government, and public education employers",8475,,18336,544157,,,,,,,,,32589,,,,,
116,UT,Utah 457(b) Plan,2019,,,URS,0,,,0,457(b),"Employees of the state, local government, and public education employers",8500,,18722,645453,,,,,,,,,34919,,,,,
116,UT,Utah 457(b) Plan,2020,,,URS,0,,,0,457(b),"Employees of the state, local government, and public education employers",8471,,19040,751220,,,,,,,,,36554,,,,,
117,VA,Virginia 457 Deferred Compensation Plan,2015,,,VRS,0,,,0,457(b),Wage employees of employers that offer the plan,,,77952,2114352,,,,,,,,,129962,,,,,
117,VA,Virginia 457 Deferred Compensation Plan,2016,,,VRS,0,,,0,457(b),Wage employees of employers that offer the plan,,,76863,2184756,,,,,,,,,139304,,,,,
117,VA,Virginia 457 Deferred Compensation Plan,2017,,,VRS,0,,,0,457(b),Wage employees of employers that offer the plan,,,77622,2434473,,,,,,,,,134004,,,,,
117,VA,Virginia 457 Deferred Compensation Plan,2018,,,VRS,0,,,0,457(b),Wage employees of employers that offer the plan,,,79396,2700560,,,,,,,,,140759,,,,,
117,VA,Virginia 457 Deferred Compensation Plan,2019,,,VRS,0,,,0,457(b),Wage employees of employers that offer the plan,,,80187,2875519,,,,,,,,,146380,,,,,
117,VA,Virginia 457 Deferred Compensation Plan,2020,,,VRS,0,,,0,457(b),Wage employees of employers that offer the plan,,,87031,3271196,,,,,,,,,158534,,,,,
118,VT,Vermont 457(b) Deferred Compensation,2015,1979,,VSERS,0,,,0,457(b),,,,6908,401700,,,,,,,,,22000,,,,,
118,VT,Vermont 457(b) Deferred Compensation,2016,1979,,VSERS,0,,,0,457(b),,,,7034,401090,,,,,,,,,21240,,,,,
118,VT,Vermont 457(b) Deferred Compensation,2017,1979,,VSERS,0,,,0,457(b),,,,7234,453000,,,,,,,,,22690,,,,,
118,VT,Vermont 457(b) Deferred Compensation,2018,1979,,VSERS,0,,,0,457(b),,,,7363,483000,,,,,,,,,,,,,,
