"","year","plan_name","state","return_1yr","aal","mva","arr","payroll","payroll_growth_assumption","total_nc_pct","total_proj_adec_pct","total_benefit_payments"
"186",2015,"Arkansas Teachers Retirement Plan (ATRS)*","Arkansas",0.052,1.8136e+10,15035701312,0.08,2.777e+09,0.0325,0.1225,0.1936,-970719484
"187",2016,"Arkansas Teachers Retirement Plan (ATRS)*","Arkansas",-0.005,1.8812e+10,14558576731,0.08,2.785e+09,0.0325,0.1229,0.1943,-1035958950
"188",2017,"Arkansas Teachers Retirement Plan (ATRS)*","Arkansas",0.161,20298442899,16284808244,0.075,2.814e+09,0.0275,0.1285,0.2141,-1092952357
"189",2018,"Arkansas Teachers Retirement Plan (ATRS)*","Arkansas",0.116,2.0935e+10,17492627740,0.075,2.872e+09,0.0275,0.1286,0.2143,-1160738237
"190",2019,"Arkansas Teachers Retirement Plan (ATRS)*","Arkansas",0.000620876136363636,22500723392.6058,16951955374.1691,0.075,2986942500,0.0275,0.1292,0.2147,-1192658538.5175
"191",2001,"California State Teachers Retirement System (CalSTRS)*","California",-0.0912,1.09881e+11,103137630000,0.08,2.0585e+10,0.0425,0.16497,0.17082,-3764632000
"192",2002,"California State Teachers Retirement System (CalSTRS)*","California",-0.0595,1.20829e+11,96709460000,0.08,2.1617e+10,0,0,0,-4244189000
"193",2003,"California State Teachers Retirement System (CalSTRS)*","California",0.0341,1.31777e+11,100372328000,0.08,2.2649e+10,0.0425,0.16838,0.21822,-4716300000
"194",2004,"California State Teachers Retirement System (CalSTRS)*","California",0.1738,1.38254e+11,116061289000,0.08,2.2591e+10,0.0425,0.16829,0.22062,-5322030000
"195",2005,"California State Teachers Retirement System (CalSTRS)*","California",0.1109,1.42193e+11,129523633000,0.08,2.3257e+10,0.0425,0.1682,0.2132,-5912602000
"196",2006,"California State Teachers Retirement System (CalSTRS)*","California",0.1321,1.50872e+11,144212376000,0.08,2.424e+10,0.0425,0.1682,0.20988,-6433749000
"197",2007,"California State Teachers Retirement System (CalSTRS)*","California",0.2103,1.67129e+11,172377918000,0.08,2.5906e+10,0.0425,0.17285,0.21356,-6937581000
"198",2008,"California State Teachers Retirement System (CalSTRS)*","California",-0.0369,1.77734e+11,161498193000,0.08,2.7118e+10,0.0425,0.17328,0.21563,-7591680000
"199",2009,"California State Teachers Retirement System (CalSTRS)*","California",-0.2503,1.85683e+11,118430073000,0.08,2.7327e+10,0.0425,0.17314,0.31859,-8256132000
"200",2010,"California State Teachers Retirement System (CalSTRS)*","California",0.122,1.96315e+11,129768107000,0.0775,2.6275e+10,0.04,0.17713,0.33512,-9085362000
"201",2011,"California State Teachers Retirement System (CalSTRS)*","California",0.231,2.0777e+11,155345815000,0.075,2.6592e+10,0.0375,0.18299,0.32343,-9854492000
"202",2012,"California State Teachers Retirement System (CalSTRS)*","California",0.0184,2.14765e+11,151318057000,0.075,2.6404e+10,0.0375,0.18276,0.34092,-10442523000
"203",2013,"California State Teachers Retirement System (CalSTRS)*","California",0.138,2.22281e+11,166348909000,0.075,2.6483e+10,0.0375,0.18259,0.32879,-11133282000
"204",2014,"California State Teachers Retirement System (CalSTRS)*","California",0.1866,2.31213e+11,190474016000,0.075,2.7486e+10,0.0375,0.18209,0.31106,-11725324000
"205",2015,"California State Teachers Retirement System (CalSTRS)*","California",0.0477,2.41753e+11,191822336000,0.075,2.8013e+10,0.0375,0.1811,0.31149,-12284071000
"206",2016,"California State Teachers Retirement System (CalSTRS)*","California",0.0135,2.66704e+11,189113487000,0.075,2.9826e+10,0.035,0.191,0.3814,-12892265000
"207",2017,"California State Teachers Retirement System (CalSTRS)*","California",0.1344,2.8695e+11,210289900000,0.075,3.1136e+10,0.035,0.20275,0.30472,-13626306000
"208",2018,"California State Teachers Retirement System (CalSTRS)*","California",0.0899,2.97603e+11,224868635000,0.07,3.1884e+10,0.035,0.20181,0.30477,-14270878000
"209",2019,"California State Teachers Retirement System (CalSTRS)*","California",0.0682,2.97603e+11,238861888000,0.07,3.5805e+10,NA,0.20181,0.30477,-15001620000
"210",2001,"CalPERS - California Public Employees Retirement Fund (CalPERS)*","California",-0.072,1.49155e+11,156274397000,0.0825,3.0802e+10,0.0375,0.15621,0.08412,-5792949000
"211",2002,"CalPERS - California Public Employees Retirement Fund (CalPERS)*","California",-0.061,1.63961e+11,142787218000,0.0825,3.2873e+10,0.0375,0.16766,0.11451,-6431019000
"212",2003,"CalPERS - California Public Employees Retirement Fund (CalPERS)*","California",0.037,1.80922e+11,144762706000,0.0775,3.4784e+10,0.0375,0.1631,0.16316,-6991914000
"213",2004,"CalPERS - California Public Employees Retirement Fund (CalPERS)*","California",0.166,1.94609e+11,167584099000,0.0775,3.5078e+10,0.0325,0.16723,0.20826,-7639085000
"214",2005,"CalPERS - California Public Employees Retirement Fund (CalPERS)*","California",0.123,2.10301e+11,189630881000,0.0775,3.6045e+10,0.0325,0.19169,0.23915,-8434119000
"215",2006,"CalPERS - California Public Employees Retirement Fund (CalPERS)*","California",0.118,2.28131e+11,211190801000,0.0775,3.8047e+10,0.0325,0.18646,0.23301,-9236073000
"216",2007,"CalPERS - California Public Employees Retirement Fund (CalPERS)*","California",0.191,2.48224e+11,251122682000,0.0775,4.0864e+10,0.0325,0.18537,0.2333,-10070555000
"217",2008,"CalPERS - California Public Employees Retirement Fund (CalPERS)*","California",-0.051,2.68324e+11,237915479000,0.0775,4.4236e+10,0.0325,0.18638,0.23558,-10884417000
"218",2009,"CalPERS - California Public Employees Retirement Fund (CalPERS)*","California",-0.24,2.94042e+11,178899883000,0.0775,4.51e+10,0.0325,0.19338,0.24294,-11831836000
"219",2010,"CalPERS - California Public Employees Retirement Fund (CalPERS)*","California",0.133,3.08343e+11,201616074000,0.0775,4.4984e+10,0.0325,0.18331,0.24663,-12972457000
"220",2011,"CalPERS - California Public Employees Retirement Fund (CalPERS)*","California",0.217,3.28567e+11,241761791000,0.075,4.3901e+10,0.03,0.18247,0.25807,-14242258000
"221",2012,"CalPERS - California Public Employees Retirement Fund (CalPERS)*","California",0.001,3.40429e+11,236981945000,0.075,4.2599e+10,0.03,0.18764,0.26899,-15356696000
"222",2013,"CalPERS - California Public Employees Retirement Fund (CalPERS)*","California",0.132,3.75019e+11,261989904000,0.075,4.2575e+10,0.03,0.19468,0.27603,-16635263000
"223",2014,"CalPERS - California Public Employees Retirement Fund (CalPERS)*","California",0.184,3.94726e+11,301761539000,0.075,4.4958e+10,0.03,0.19539,0.27391,-17760584000
"224",2015,"CalPERS - California Public Employees Retirement Fund (CalPERS)*","California",0.024,4.137e+11,302764518000,0.075,4.7458e+10,0.03,0.18507,0.30793,-18922292000
"225",2016,"CalPERS - California Public Employees Retirement Fund (CalPERS)*","California",0.006,4.36703e+11,298704002000,0.075,4.9833e+10,0.03,0.18395,0.32944,-20093933000
"226",2017,"CalPERS - California Public Employees Retirement Fund (CalPERS)*","California",0.112,4.65046e+11,326498998000,0.075,5.1991e+10,0,0.1901,0.30102,-21215889000
"227",2018,"CalPERS - California Public Employees Retirement Fund (CalPERS)*","California",0.086,5.04996e+11,353995501000,0.075,5.3903e+10,0.03,NA,NA,-22654444000
"228",2019,"CalPERS - California Public Employees Retirement Fund (CalPERS)*","California",0.067,5.04996e+11,372611433000,0.075,5.3903e+10,NA,NA,NA,-24209283000
"229",2001,"Colorado PERA, Local Division Fund*","Colorado",-0.077,1746761000,1601852000,0.0875,436582000,0.055,0.163,0.163,-50577000
"230",2002,"Colorado PERA, Local Division Fund*","Colorado",-0.1179,1966143000,1422948000,0.0875,474760000,0.055,0.1634,0.1639,-58195000
"231",2003,"Colorado PERA, Local Division Fund*","Colorado",0.2406,2379229000,1819240000,0.085,479098000,0.0375,0.1723,0.2198,-67784000
"232",2004,"Colorado PERA, Local Division Fund*","Colorado",0.141,2576988000,2087710000,0.085,549607000,0.0375,0.1695,0.1973,-78926000
"233",2005,"Colorado PERA, Local Division Fund*","Colorado",0.098,3022624000,2377471000,0.085,607217000,0.0375,0.1422,0.1921,-91252000
"234",2006,"Colorado PERA, Local Division Fund*","Colorado",0.157,3288421000,2751071000,0.085,636300000,0.045,0.1431,0.1995,-104685000
"235",2007,"Colorado PERA, Local Division Fund*","Colorado",0.1,3563199000,3014274000,0.085,680442000,0.045,0.139,0.1914,-117911000
"236",2008,"Colorado PERA, Local Division Fund*","Colorado",-0.26,3838083000,2221581000,0.085,718902000,0.045,0.1362,0.2031,-133256000
"237",2009,"Colorado PERA, Local Division Fund*","Colorado",0.174,3850821000,2574275000,0.08,705097000,0.045,0.1044,0.1698,-150627000
"238",2010,"Colorado PERA, Local Division Fund*","Colorado",0.14,4005566000,2883504000,0.08,705265000,0.045,0.101,0.1779,-166266000
"239",2011,"Colorado PERA, Local Division Fund*","Colorado",0.019,4160015000,2883513000,0.08,718169000,0.045,0.0969,0.1862,-179891000
"240",2012,"Colorado PERA, Local Division Fund*","Colorado",0.129,4157621000,3166132000,0.08,523668000,0.0425,0.0929,0.1978,-196355000
"241",2013,"Colorado PERA, Local Division Fund*","Colorado",0.156,4502282000,3508312000,0.075,529003000,0.039,0.099,0.2162,-218354000
"242",2014,"Colorado PERA, Local Division Fund*","Colorado",0.057,4610967000,3751468000,0.075,540468000,0.039,0.106,0.1998,-232536000
"243",2015,"Colorado PERA, Local Division Fund*","Colorado",0.015,4780698000,3660509000,0.075,561518000,0.039,0.1051,0.1992,-245379000
"244",2016,"Colorado PERA, Local Division Fund*","Colorado",0.073,5213052000,3773506000,0.0725,608223000,0.035,0.1036,0.2227,-259406000
"245",2017,"Colorado PERA, Local Division Fund*","Colorado",0.181,5045932000,4283086000,0.0725,632768000,0.035,0.1022,0.1951,-274688000
"246",2018,"Colorado PERA, Local Division Fund*","Colorado",-0.035,5240885000,3971389000,0.0725,660998000,0.03,0.1153,0.2101,-287187000
"247",2019,"Colorado PERA, Local Division Fund*","Colorado",0.000620876136363636,5395806597.44478,3821046665.48682,0.0725,680827940,0.03,0.1153,0.2101,-295802610
"248",2001,"Colorado PERA, School Division Fund (PERA)*","Colorado",-0.077,0,0,0,0,0,0.1579,0.2381,0
"249",2002,"Colorado PERA, School Division Fund (PERA)*","Colorado",-0.1179,0,0,0,0,0,0.1582,0.2384,0
"250",2003,"Colorado PERA, School Division Fund (PERA)*","Colorado",0.2406,0,0,0,0,0,0.1648,0.2531,0
"251",2004,"Colorado PERA, School Division Fund (PERA)*","Colorado",0.141,0,0,0,0,0,0.1622,0.2491,0
"252",2005,"Colorado PERA, School Division Fund (PERA)*","Colorado",0.098,25963972000,31956662000,0.085,3241214000,0.0375,0.1453,0.2406,-1876603000
"253",2006,"Colorado PERA, School Division Fund (PERA)*","Colorado",0.157,27708682000,21635957000,0.085,3371186000,0.045,0.1387,0.2518,-1216704000
"254",2007,"Colorado PERA, School Division Fund (PERA)*","Colorado",0.1,29241428000,23043186000,0.085,3618258000,0.045,0.1402,0.2456,-1332786000
"255",2008,"Colorado PERA, School Division Fund (PERA)*","Colorado",-0.26,31000202000,16415800000,0.085,3804927000,0.045,0.138,0.2675,-1452793000
"256",2009,"Colorado PERA, School Division Fund (PERA)*","Colorado",0.174,30412815000,18302813000,0.08,3922175000,0.045,0.1175,0.2373,-1566501000
"257",2010,"Colorado PERA, School Division Fund (PERA)*","Colorado",0.14,31339754000,19870277000,0.08,3900662000,0.045,0.1142,0.256,-1645152000
"258",2011,"Colorado PERA, School Division Fund (PERA)*","Colorado",0.019,31986199000,19274580000,0.08,3821603000,0.045,0.1108,0.2779,-1733967000
"259",2012,"Colorado PERA, School Division Fund (PERA)*","Colorado",0.129,32619033000,20676355000,0.08,3819066000,0.0425,0.1088,0.2765,-1835165000
"260",2013,"Colorado PERA, School Division Fund (PERA)*","Colorado",0.156,35437312000,22740003000,0.075,3938650000,0.039,0.1165,0.2994,-1936411000
"261",2014,"Colorado PERA, School Division Fund (PERA)*","Colorado",0.057,36386532000,22920607000,0.075,4063236000,0.039,0.1233,0.3036,-2036376000
"262",2015,"Colorado PERA, School Division Fund (PERA)*","Colorado",0.015,37677153000,22152768000,0.075,4235290000,0.039,0.122,0.3054,-2138154000
"263",2016,"Colorado PERA, School Division Fund (PERA)*","Colorado",0.073,41352968000,22581046000,0.0725,4349320000,0.035,0.1222,0.348,-2234929000
"264",2017,"Colorado PERA, School Division Fund (PERA)*","Colorado",0.181,40046215000,25362730000,0.0725,4471357000,0.035,0.12,0.3197,-2337350000
"265",2018,"Colorado PERA, School Division Fund (PERA)*","Colorado",-0.035,41598400000,23477550000,0.0725,4789503000,0.03,0.1295,0.325,-2416893000
"266",2019,"Colorado PERA, School Division Fund (PERA)*","Colorado",0.000620876136363636,42697823256.274,22605737949.0572,0.0725,4933188090,0.03,0.1295,0.325,-2489399790
"267",2001,"Colorado PERA, State Division Fund (PERA)*","Colorado",-0.077,0,0,0,0,0,0.15817,0.23837,0
"268",2002,"Colorado PERA, State Division Fund (PERA)*","Colorado",-0.1179,0,0,0,0,0,0.15847,0.23867,0
"269",2003,"Colorado PERA, State Division Fund (PERA)*","Colorado",0.2406,0,0,0,0,0,0.16527,0.25357,0
"270",2004,"Colorado PERA, State Division Fund (PERA)*","Colorado",0.141,0,0,0,0,0,0.16267,0.24957,0
"271",2005,"Colorado PERA, State Division Fund (PERA)*","Colorado",0.098,17541744000,31956662000,0.085,2064764000,0.0375,0.14187,0.25277,-1876603000
"272",2006,"Colorado PERA, State Division Fund (PERA)*","Colorado",0.157,18246010000,14041260000,0.085,2099325000,0.045,0.14037,0.26497,-851001000
"273",2007,"Colorado PERA, State Division Fund (PERA)*","Colorado",0.1,19390296000,14852029000,0.085,2236518000,0.045,0.13667,0.25957,-927594000
"274",2008,"Colorado PERA, State Division Fund (PERA)*","Colorado",-0.26,20498668000,10508301000,0.085,2371639000,0.045,0.13447,0.28207,-1001073000
"275",2009,"Colorado PERA, State Division Fund (PERA)*","Colorado",0.174,19977217000,11611758000,0.08,2384137000,0.045,0.10247,0.24137,-1073729000
"276",2010,"Colorado PERA, State Division Fund (PERA)*","Colorado",0.14,20356176000,12487105000,0.08,2392080000,0.045,0.09937,0.25817,-1124096000
"277",2011,"Colorado PERA, State Division Fund (PERA)*","Colorado",0.019,20826543000,12022661000,0.08,2393791000,0.045,0.09568,0.28058,-1176392000
"278",2012,"Colorado PERA, State Division Fund (PERA)*","Colorado",0.129,21191495000,12797352000,0.08,2384934000,0.0425,0.0969,0.285,-1233492000
"279",2013,"Colorado PERA, State Division Fund (PERA)*","Colorado",0.156,22843725000,13980460000,0.075,2474965000,0.039,0.103,0.304,-1298009000
"280",2014,"Colorado PERA, State Division Fund (PERA)*","Colorado",0.057,23408321000,14013947000,0.075,2564670000,0.039,0.1101,0.3036,-1354602000
"281",2015,"Colorado PERA, State Division Fund (PERA)*","Colorado",0.015,24085671000,13460536000,0.075,2641867000,0.039,0.1093,0.3076,-1419950000
"282",2016,"Colorado PERA, State Division Fund (PERA)*","Colorado",0.073,25669916000,13626180000,0.0725,2710651000,0.035,0.1087,0.3435,-1485934000
"283",2017,"Colorado PERA, State Division Fund (PERA)*","Colorado",0.181,24782085000,15223702000,0.0725,2774207000,0.035,0.1072,0.3171,-1556325000
"284",2018,"Colorado PERA, State Division Fund (PERA)*","Colorado",-0.035,25509852000,13966421000,0.0725,2898827000,0.03,0.1211,0.3287,-1610627000
"285",2019,"Colorado PERA, State Division Fund (PERA)*","Colorado",0.000620876136363636,26015743158.5583,13297366081.3216,0.0725,2985791810,0.03,0.1211,0.3287,-1658945810
"286",2001,"Connecticut Municipal Employees Retirement Plan*","Connecticut",-0.0368,1238100000,1300349000,0,311300000,0,0,0,-53915000
"287",2002,"Connecticut Municipal Employees Retirement Plan*","Connecticut",-0.0639,1319700000,1187322000,0,321800000,0,0,0,-57265000
"288",2003,"Connecticut Municipal Employees Retirement Plan*","Connecticut",0.0249,1378200000,1177321000,0,326400000,0,0,0,-61007000
"289",2004,"Connecticut Municipal Employees Retirement Plan*","Connecticut",0.1428,1393400000,1306904000,0,332600000,0,0,0,-64709000
"290",2005,"Connecticut Municipal Employees Retirement Plan*","Connecticut",0.101,1465100000,1400001000,0,352200000,0,0,0,-71191000
"291",2006,"Connecticut Municipal Employees Retirement Plan*","Connecticut",0.0987,1549500000,1509066613,0.085,366300000,0,0,0,-72767282
"292",2007,"Connecticut Municipal Employees Retirement Plan*","Connecticut",0.1696,1.64e+09,1729338367,0.085,387700000,0,0,0,-78891714
"293",2008,"Connecticut Municipal Employees Retirement Plan*","Connecticut",-0.0411,1721841000,1632013825,0.0825,411900000,0,0,0,-83497548
"294",2009,"Connecticut Municipal Employees Retirement Plan*","Connecticut",-0.149,1820858000,1348805415,0.0825,4.27e+08,0,0,0,-89272356
"295",2010,"Connecticut Municipal Employees Retirement Plan*","Connecticut",0.1257,1880664000,1479238562,0.0825,422122000,0,0,0,-93932677
"296",2011,"Connecticut Municipal Employees Retirement Plan*","Connecticut",0.1787,1985268000,1704566882,0.0825,4.22e+08,0,0,0,-98924120
"297",2012,"Connecticut Municipal Employees Retirement Plan*","Connecticut",0.0047,2150812000,1683441549,0.08,458658000,0,0,0,-105330945
"298",2013,"Connecticut Municipal Employees Retirement Plan*","Connecticut",0.096,2267216000,1941651187,0.08,4.79e+08,0,0,0,-113776637
"299",2014,"Connecticut Municipal Employees Retirement Plan*","Connecticut",0.1358,2500839515,2218690951,0.08,485744690,0,0.12115,0.15961,-121721228
"300",2015,"Connecticut Municipal Employees Retirement Plan*","Connecticut",0.0257,2654388000,2208131038,0.08,5.08e+08,0,0,0,-131504666
"301",2016,"Connecticut Municipal Employees Retirement Plan*","Connecticut",0.0115,2840325409,2217254601,0.08,566237211,0,0.12183,0.17044,-142839735
"302",2017,"Connecticut Municipal Employees Retirement Plan*","Connecticut",0.1305,2983261000,2449238252,0.08,5.92e+08,0,0,0,-154179090
"303",2018,"Connecticut Municipal Employees Retirement Plan*","Connecticut",0.0614,3622500000,2646911708,0.07,627953464,0.03,0.12656,0.19798,-165548132
"304",2019,"Connecticut Municipal Employees Retirement Plan*","Connecticut",0.000620876136363636,3784367928.99499,2606079249.97375,0.07,646792067.92,0.03,0.12656,0.19798,-170514575.96
"305",2001,"Connecticut State Employees Retirement System (SERS)*","Connecticut",-0.0368,12105366000,7791104000,0,2784496000,0.05,0.10745,0.16225,-614117205
"306",2002,"Connecticut State Employees Retirement System (SERS)*","Connecticut",-0.0639,12806115000,7093403000,0.085,2852166000,0.05,0.10818,0.18158,-645951309
"307",2003,"Connecticut State Employees Retirement System (SERS)*","Connecticut",0.0249,14223786000,6996443000,0.085,2654252000,0.05,0.1085,0.1855,-696803446
"308",2004,"Connecticut State Employees Retirement System (SERS)*","Connecticut",0.1523,15128502000,7682453000,0.085,2816729000,0.05,0.11131,0.22711,-862491794
"309",2005,"Connecticut State Employees Retirement System (SERS)*","Connecticut",0.1044,15987547000,8149107000,0.085,2980104000,0.05,0.11106,0.23016,-882374190
"310",2006,"Connecticut State Employees Retirement System (SERS)*","Connecticut",0.1055,16830349000,8765151000,0.085,3107928000,0.05,0.11347,0.23747,-913031208
"311",2007,"Connecticut State Employees Retirement System (SERS)*","Connecticut",0.1734,17888065000,10043391000,0.085,3310351000,0.05,0.11237,0.23867,-951353124
"312",2008,"Connecticut State Employees Retirement System (SERS)*","Connecticut",-0.0483,19243373000,9331897000,0.0825,3497445000,0.04,0.11147,0.26597,-1008131838
"313",2009,"Connecticut State Employees Retirement System (SERS)*","Connecticut",-0.1825,20148785000,7322633689,0.0825,3396555500,0,0.11186,0.27046,-1063286151
"314",2010,"Connecticut State Employees Retirement System (SERS)*","Connecticut",0.1293,21054197000,7791337413,0.0825,3295666000,0.04,0.1092,0.3298,-1263784641
"315",2011,"Connecticut State Employees Retirement System (SERS)*","Connecticut",0.2115,21126725000,8985022000,0.0825,3210666000,0.04,0.0908,0.308,-1315660456
